"ENSEMBL" "SYMBOL" "GENENAME"
"13768" "ENSG00000196843" "ARID5A" "AT-rich interaction domain 5A"
"13769" "ENSG00000196844" "PATE2" "prostate and testis expressed 2"
"13771" "ENSG00000196859" "KRT39" "keratin 39"
"13772" "ENSG00000196865" "NHLRC2" "NHL repeat containing 2"
"13773" "ENSG00000196866" "H2AC7" "H2A clustered histone 7"
"13774" "ENSG00000196867" "ZFP28" "ZFP28 zinc finger protein"
"13775" "ENSG00000196872" "KIAA1211L" "KIAA1211 like"
"13776" "ENSG00000196873" "CBWD3" "COBW domain containing 3"
"13777" "ENSG00000196876" "SCN8A" "sodium voltage-gated channel alpha subunit 8"
"13778" "ENSG00000196878" "LAMB3" "laminin subunit beta 3"
"13779" "ENSG00000196890" "H2BU1" "H2B.U histone 1"
"13780" "ENSG00000196911" "KPNA5" "karyopherin subunit alpha 5"
"13781" "ENSG00000196912" "ANKRD36B" "ankyrin repeat domain 36B"
"13783" "ENSG00000196917" "HCAR1" "hydroxycarboxylic acid receptor 1"
"13784" "ENSG00000196923" "PDLIM7" "PDZ and LIM domain 7"
"13785" "ENSG00000196924" "FLNA" "filamin A"
"13787" "ENSG00000196937" "FAM3C" "family with sequence similarity 3 member C"
"13788" "ENSG00000196943" "NOP9" "NOP9 nucleolar protein"
"13789" "ENSG00000196950" "SLC39A10" "solute carrier family 39 member 10"
"13790" "ENSG00000196954" "CASP4" "caspase 4"
"13792" "ENSG00000196967" "ZNF585A" "zinc finger protein 585A"
"13795" "ENSG00000196976" "LAGE3" "L antigen family member 3"
"13796" "ENSG00000196981" "WDR5B" "WD repeat domain 5B"
"13797" "ENSG00000196993" "NPIPB9" "nuclear pore complex interacting protein family member B9"
"13798" "ENSG00000196998" "WDR45" "WD repeat domain 45"
"13800" "ENSG00000197008" "ZNF138" "zinc finger protein 138"
"13801" "ENSG00000197013" "ZNF429" "zinc finger protein 429"
"13802" "ENSG00000197016" "ZNF470" "zinc finger protein 470"
"13803" "ENSG00000197019" "SERTAD1" "SERTA domain containing 1"
"13804" "ENSG00000197020" "ZNF100" "zinc finger protein 100"
"13805" "ENSG00000197021" "CXorf40B" "chromosome X open reading frame 40B"
"13807" "ENSG00000197037" "ZSCAN25" "zinc finger and SCAN domain containing 25"
"13808" "ENSG00000197043" "ANXA6" "annexin A6"
"13811" "ENSG00000197046" "SIGLEC15" "sialic acid binding Ig like lectin 15"
"13812" "ENSG00000197050" "ZNF420" "zinc finger protein 420"
"13813" "ENSG00000197054" "ZNF763" "zinc finger protein 763"
"13814" "ENSG00000197056" "ZMYM1" "zinc finger MYM-type containing 1"
"13815" "ENSG00000197057" "DTHD1" "death domain containing 1"
"13816" "ENSG00000197061" "H4C3" "H4 clustered histone 3"
"13817" "ENSG00000197062" "ZSCAN26" "zinc finger and SCAN domain containing 26"
"13820" "ENSG00000197077" "KIAA1671" "KIAA1671"
"13821" "ENSG00000197081" "IGF2R" "insulin like growth factor 2 receptor"
"13822" "ENSG00000197093" "GAL3ST4" "galactose-3-O-sulfotransferase 4"
"13824" "ENSG00000197106" "SLC6A17" "solute carrier family 6 member 17"
"13826" "ENSG00000197114" "ZGPAT" "zinc finger CCCH-type and G-patch domain containing"
"13827" "ENSG00000197119" "SLC25A29" "solute carrier family 25 member 29"
"13828" "ENSG00000197121" "PGAP1" "post-GPI attachment to proteins inositol deacylase 1"
"13830" "ENSG00000197124" "ZNF682" "zinc finger protein 682"
"13831" "ENSG00000197125" "OR8B8" "olfactory receptor family 8 subfamily B member 8"
"13832" "ENSG00000197128" "ZNF772" "zinc finger protein 772"
"13833" "ENSG00000197134" "ZNF257" "zinc finger protein 257"
"13835" "ENSG00000197140" "ADAM32" "ADAM metallopeptidase domain 32"
"13836" "ENSG00000197142" "ACSL5" "acyl-CoA synthetase long chain family member 5"
"13837" "ENSG00000197147" "LRRC8B" "leucine rich repeat containing 8 VRAC subunit B"
"13838" "ENSG00000197150" "ABCB8" "ATP binding cassette subfamily B member 8"
"13839" "ENSG00000197153" "H3C12" "H3 clustered histone 12"
"13841" "ENSG00000197162" "ZNF785" "zinc finger protein 785"
"13842" "ENSG00000197165" "SULT1A2" "sulfotransferase family 1A member 2"
"13843" "ENSG00000197168" "NEK5" "NIMA related kinase 5"
"13845" "ENSG00000197181" "PIWIL2" "piwi like RNA-mediated gene silencing 2"
"13846" "ENSG00000197183" "NOL4L" "nucleolar protein 4 like"
"13847" "ENSG00000197191" "CYSRT1" "cysteine rich tail 1"
"13848" "ENSG00000197208" "SLC22A4" "solute carrier family 22 member 4"
"13849" "ENSG00000197217" "ENTPD4" "ectonucleoside triphosphate diphosphohydrolase 4"
"13850" "ENSG00000197223" "C1D" "C1D nuclear receptor corepressor"
"13852" "ENSG00000197238" "H4C11" "H4 clustered histone 11"
"13853" "ENSG00000197245" "FAM110D" "family with sequence similarity 110 member D"
"13854" "ENSG00000197249" "SERPINA1" "serpin family A member 1"
"13855" "ENSG00000197253" "TPSB2" "tryptase beta 2 (gene/pseudogene)"
"13856" "ENSG00000197256" "KANK2" "KN motif and ankyrin repeat domains 2"
"13857" "ENSG00000197261" "C6orf141" "chromosome 6 open reading frame 141"
"13859" "ENSG00000197272" "IL27" "interleukin 27"
"13860" "ENSG00000197275" "RAD54B" "RAD54 homolog B"
"13861" "ENSG00000197279" "ZNF165" "zinc finger protein 165"
"13862" "ENSG00000197283" "SYNGAP1" "synaptic Ras GTPase activating protein 1"
"13863" "ENSG00000197296" "FITM2" "fat storage inducing transmembrane protein 2"
"13864" "ENSG00000197299" "BLM" "BLM RecQ like helicase"
"13865" "ENSG00000197302" "ZNF720" "zinc finger protein 720"
"13866" "ENSG00000197312" "DDI2" "DNA damage inducible 1 homolog 2"
"13867" "ENSG00000197321" "SVIL" "supervillin"
"13870" "ENSG00000197329" "PELI1" "pellino E3 ubiquitin protein ligase 1"
"13871" "ENSG00000197343" "ZNF655" "zinc finger protein 655"
"13872" "ENSG00000197345" "MRPL21" "mitochondrial ribosomal protein L21"
"13873" "ENSG00000197353" "LYPD2" "LY6/PLAUR domain containing 2"
"13874" "ENSG00000197355" "UAP1L1" "UDP-N-acetylglucosamine pyrophosphorylase 1 like 1"
"13875" "ENSG00000197361" "FBXL22" "F-box and leucine rich repeat protein 22"
"13876" "ENSG00000197362" "ZNF786" "zinc finger protein 786"
"13877" "ENSG00000197363" "ZNF517" "zinc finger protein 517"
"13878" "ENSG00000197372" "ZNF675" "zinc finger protein 675"
"13879" "ENSG00000197375" "SLC22A5" "solute carrier family 22 member 5"
"13880" "ENSG00000197380" "DACT3" "dishevelled binding antagonist of beta catenin 3"
"13881" "ENSG00000197381" "ADARB1" "adenosine deaminase RNA specific B1"
"13882" "ENSG00000197385" "ZNF860" "zinc finger protein 860"
"13883" "ENSG00000197386" "HTT" "huntingtin"
"13884" "ENSG00000197405" "C5AR1" "complement C5a receptor 1"
"13885" "ENSG00000197408" "CYP2B6" "cytochrome P450 family 2 subfamily B member 6"
"13886" "ENSG00000197409" "H3C4" "H3 clustered histone 4"
"13887" "ENSG00000197410" "DCHS2" "dachsous cadherin-related 2"
"13888" "ENSG00000197415" "VEPH1" "ventricular zone expressed PH domain containing 1"
"13889" "ENSG00000197417" "SHPK" "sedoheptulokinase"
"13890" "ENSG00000197429" "IPP" "intracisternal A particle-promoted polypeptide"
"13892" "ENSG00000197446" "CYP2F1" "cytochrome P450 family 2 subfamily F member 1"
"13895" "ENSG00000197454" "OR2L5" "olfactory receptor family 2 subfamily L member 5"
"13896" "ENSG00000197457" "STMN3" "stathmin 3"
"13897" "ENSG00000197461" "PDGFA" "platelet derived growth factor subunit A"
"13898" "ENSG00000197465" "GYPE" "glycophorin E (MNS blood group)"
"13900" "ENSG00000197472" "ZNF695" "zinc finger protein 695"
"13901" "ENSG00000197479" "PCDHB11" "protocadherin beta 11"
"13902" "ENSG00000197483" "ZNF628" "zinc finger protein 628"
"13903" "ENSG00000197496" "SLC2A10" "solute carrier family 2 member 10"
"13904" "ENSG00000197497" "ZNF665" "zinc finger protein 665"
"13905" "ENSG00000197498" "RPF2" "ribosome production factor 2 homolog"
"13906" "ENSG00000197506" "SLC28A3" "solute carrier family 28 member 3"
"13907" "ENSG00000197520" "FAM177B" "family with sequence similarity 177 member B"
"13908" "ENSG00000197530" "MIB2" "mindbomb E3 ubiquitin protein ligase 2"
"13909" "ENSG00000197532" "OR6Y1" "olfactory receptor family 6 subfamily Y member 1"
"13911" "ENSG00000197540" "GZMM" "granzyme M"
"13912" "ENSG00000197548" "ATG7" "autophagy related 7"
"13913" "ENSG00000197555" "SIPA1L1" "signal induced proliferation associated 1 like 1"
"13914" "ENSG00000197557" "TTC30A" "tetratricopeptide repeat domain 30A"
"13915" "ENSG00000197562" "RAB40C" "RAB40C, member RAS oncogene family"
"13916" "ENSG00000197563" "PIGN" "phosphatidylinositol glycan anchor biosynthesis class N"
"13917" "ENSG00000197565" "COL4A6" "collagen type IV alpha 6 chain"
"13918" "ENSG00000197566" "ZNF624" "zinc finger protein 624"
"13919" "ENSG00000197568" "HHLA3" "HERV-H LTR-associating 3"
"13920" "ENSG00000197579" "TOPORS" "TOP1 binding arginine/serine rich protein"
"13921" "ENSG00000197580" "BCO2" "beta-carotene oxygenase 2"
"13922" "ENSG00000197584" "KCNMB2" "potassium calcium-activated channel subfamily M regulatory beta subunit 2"
"13923" "ENSG00000197586" "ENTPD6" "ectonucleoside triphosphate diphosphohydrolase 6"
"13924" "ENSG00000197587" "DMBX1" "diencephalon/mesencephalon homeobox 1"
"13925" "ENSG00000197594" "ENPP1" "ectonucleotide pyrophosphatase/phosphodiesterase 1"
"13926" "ENSG00000197599" "CCDC154" "coiled-coil domain containing 154"
"13928" "ENSG00000197603" "CPLANE1" "ciliogenesis and planar polarity effector 1"
"13929" "ENSG00000197608" "ZNF841" "zinc finger protein 841"
"13930" "ENSG00000197614" "MFAP5" "microfibril associated protein 5"
"13931" "ENSG00000197619" "ZNF615" "zinc finger protein 615"
"13932" "ENSG00000197620" "CXorf40A" "chromosome X open reading frame 40A"
"13934" "ENSG00000197629" "MPEG1" "macrophage expressed 1"
"13935" "ENSG00000197632" "SERPINB2" "serpin family B member 2"
"13936" "ENSG00000197635" "DPP4" "dipeptidyl peptidase 4"
"13937" "ENSG00000197641" "SERPINB13" "serpin family B member 13"
"13938" "ENSG00000197646" "PDCD1LG2" "programmed cell death 1 ligand 2"
"13939" "ENSG00000197647" "ZNF433" "zinc finger protein 433"
"13940" "ENSG00000197653" "DNAH10" "dynein axonemal heavy chain 10"
"13942" "ENSG00000197696" "NMB" "neuromedin B"
"13943" "ENSG00000197702" "PARVA" "parvin alpha"
"13944" "ENSG00000197705" "KLHL14" "kelch like family member 14"
"13945" "ENSG00000197712" "FAM114A1" "family with sequence similarity 114 member A1"
"13948" "ENSG00000197721" "CR1L" "complement C3b/C4b receptor 1 like"
"13951" "ENSG00000197734" "C14orf178" "chromosome 14 open reading frame 178"
"13954" "ENSG00000197748" "CFAP43" "cilia and flagella associated protein 43"
"13955" "ENSG00000197753" "LHFPL5" "LHFPL tetraspan subfamily member 5"
"13957" "ENSG00000197763" "TXNRD3" "thioredoxin reductase 3"
"13958" "ENSG00000197766" "CFD" "complement factor D"
"13959" "ENSG00000197768" "STPG3" "sperm-tail PG-rich repeat containing 3"
"13960" "ENSG00000197771" "MCMBP" "minichromosome maintenance complex binding protein"
"13961" "ENSG00000197774" "EME2" "essential meiotic structure-specific endonuclease subunit 2"
"13962" "ENSG00000197776" "KLHDC1" "kelch domain containing 1"
"13963" "ENSG00000197779" "ZNF81" "zinc finger protein 81"
"13965" "ENSG00000197782" "ZNF780A" "zinc finger protein 780A"
"13966" "ENSG00000197785" "ATAD3A" "ATPase family AAA domain containing 3A"
"13967" "ENSG00000197798" "FAM118B" "family with sequence similarity 118 member B"
"13968" "ENSG00000197808" "ZNF461" "zinc finger protein 461"
"13969" "ENSG00000197816" "CCDC180" "coiled-coil domain containing 180"
"13970" "ENSG00000197818" "SLC9A8" "solute carrier family 9 member A8"
"13971" "ENSG00000197822" "OCLN" "occludin"
"13972" "ENSG00000197826" "CFAP299" "cilia and flagella associated protein 299"
"13973" "ENSG00000197837" "H4-16" "H4 histone 16"
"13974" "ENSG00000197838" "CYP2A13" "cytochrome P450 family 2 subfamily A member 13"
"13975" "ENSG00000197841" "ZNF181" "zinc finger protein 181"
"13976" "ENSG00000197849" "OR8G1" "olfactory receptor family 8 subfamily G member 1 (gene/pseudogene)"
"13977" "ENSG00000197852" "INKA2" "inka box actin regulator 2"
"13978" "ENSG00000197857" "ZNF44" "zinc finger protein 44"
"13980" "ENSG00000197859" "ADAMTSL2" "ADAMTS like 2"
"13981" "ENSG00000197860" "SGTB" "small glutamine rich tetratricopeptide repeat containing beta"
"13982" "ENSG00000197863" "ZNF790" "zinc finger protein 790"
"13983" "ENSG00000197870" "PRB3" "proline rich protein BstNI subfamily 3"
"13984" "ENSG00000197872" "FAM49A" "family with sequence similarity 49 member A"
"13985" "ENSG00000197879" "MYO1C" "myosin IC"
"13986" "ENSG00000197885" "NKIRAS1" "NFKB inhibitor interacting Ras like 1"
"13987" "ENSG00000197889" "MEIG1" "meiosis/spermiogenesis associated 1"
"13989" "ENSG00000197894" "ADH5" "alcohol dehydrogenase 5 (class III), chi polypeptide"
"13990" "ENSG00000197903" "H2BC12" "H2B clustered histone 12"
"13992" "ENSG00000197915" "HRNR" "hornerin"
"13993" "ENSG00000197928" "ZNF677" "zinc finger protein 677"
"13995" "ENSG00000197933" "ZNF823" "zinc finger protein 823"
"13996" "ENSG00000197935" "ZNF311" "zinc finger protein 311"
"13997" "ENSG00000197937" "ZNF347" "zinc finger protein 347"
"13999" "ENSG00000197948" "FCHSD1" "FCH and double SH3 domains 1"
"14000" "ENSG00000197951" "ZNF71" "zinc finger protein 71"
"14001" "ENSG00000197953" "AADACL2" "arylacetamide deacetylase like 2"
"14004" "ENSG00000197959" "DNM3" "dynamin 3"
"14006" "ENSG00000197965" "MPZL1" "myelin protein zero like 1"
"14009" "ENSG00000197976" "AKAP17A" "A-kinase anchoring protein 17A"
"14010" "ENSG00000197978" "GOLGA6L9" "golgin A6 family like 9"
"14011" "ENSG00000197980" "LEKR1" "leucine, glutamate and lysine rich 1"
"14012" "ENSG00000197982" "C1orf122" "chromosome 1 open reading frame 122"
"14013" "ENSG00000197992" "CLEC9A" "C-type lectin domain containing 9A"
"14014" "ENSG00000198000" "NOL8" "nucleolar protein 8"
"14015" "ENSG00000198001" "IRAK4" "interleukin 1 receptor associated kinase 4"
"14016" "ENSG00000198003" "CCDC151" "coiled-coil domain containing 151"
"14019" "ENSG00000198019" "FCGR1B" "Fc fragment of IgG receptor Ib"
"14020" "ENSG00000198026" "ZNF335" "zinc finger protein 335"
"14022" "ENSG00000198039" "ZNF273" "zinc finger protein 273"
"14023" "ENSG00000198040" "ZNF84" "zinc finger protein 84"
"14024" "ENSG00000198042" "MAK16" "MAK16 homolog"
"14025" "ENSG00000198046" "ZNF667" "zinc finger protein 667"
"14026" "ENSG00000198053" "SIRPA" "signal regulatory protein alpha"
"14027" "ENSG00000198055" "GRK6" "G protein-coupled receptor kinase 6"
"14028" "ENSG00000198056" "PRIM1" "DNA primase subunit 1"
"14029" "ENSG00000198060" "MARCHF5" "membrane associated ring-CH-type finger 5"
"14030" "ENSG00000198062" "POTEH" "POTE ankyrin domain family member H"
"14031" "ENSG00000198064" "NPIPB13" "nuclear pore complex interacting protein family, member B13"
"14032" "ENSG00000198074" "AKR1B10" "aldo-keto reductase family 1 member B10"
"14033" "ENSG00000198075" "SULT1C4" "sulfotransferase family 1C member 4"
"14034" "ENSG00000198077" "CYP2A7" "cytochrome P450 family 2 subfamily A member 7"
"14035" "ENSG00000198081" "ZBTB14" "zinc finger and BTB domain containing 14"
"14037" "ENSG00000198088" "NUP62CL" "nucleoporin 62 C-terminal like"
"14039" "ENSG00000198093" "ZNF649" "zinc finger protein 649"
"14040" "ENSG00000198099" "ADH4" "alcohol dehydrogenase 4 (class II), pi polypeptide"
"14041" "ENSG00000198104" "OR2T6" "olfactory receptor family 2 subfamily T member 6"
"14042" "ENSG00000198105" "ZNF248" "zinc finger protein 248"
"14043" "ENSG00000198113" "TOR4A" "torsin family 4 member A"
"14044" "ENSG00000198121" "LPAR1" "lysophosphatidic acid receptor 1"
"14045" "ENSG00000198125" "MB" "myoglobin"
"14046" "ENSG00000198128" "OR2L3" "olfactory receptor family 2 subfamily L member 3"
"14048" "ENSG00000198131" "ZNF544" "zinc finger protein 544"
"14049" "ENSG00000198133" "TMEM229B" "transmembrane protein 229B"
"14050" "ENSG00000198142" "SOWAHC" "sosondowah ankyrin repeat domain family member C"
"14052" "ENSG00000198156" "NPIPB6" "nuclear pore complex interacting protein family member B6"
"14053" "ENSG00000198157" "HMGN5" "high mobility group nucleosome binding domain 5"
"14056" "ENSG00000198168" "SVIP" "small VCP interacting protein"
"14057" "ENSG00000198169" "ZNF251" "zinc finger protein 251"
"14060" "ENSG00000198178" "CLEC4C" "C-type lectin domain family 4 member C"
"14061" "ENSG00000198182" "ZNF607" "zinc finger protein 607"
"14062" "ENSG00000198183" "BPIFA1" "BPI fold containing family A member 1"
"14063" "ENSG00000198185" "ZNF334" "zinc finger protein 334"
"14064" "ENSG00000198189" "HSD17B11" "hydroxysteroid 17-beta dehydrogenase 11"
"14065" "ENSG00000198198" "SZT2" "SZT2 subunit of KICSTOR complex"
"14066" "ENSG00000198203" "SULT1C2" "sulfotransferase family 1C member 2"
"14067" "ENSG00000198205" "ZXDA" "zinc finger X-linked duplicated A"
"14068" "ENSG00000198208" "RPS6KL1" "ribosomal protein S6 kinase like 1"
"14069" "ENSG00000198216" "CACNA1E" "calcium voltage-gated channel subunit alpha1 E"
"14071" "ENSG00000198223" "CSF2RA" "colony stimulating factor 2 receptor alpha subunit"
"14074" "ENSG00000198246" "SLC29A3" "solute carrier family 29 member 3"
"14078" "ENSG00000198270" "TMEM116" "transmembrane protein 116"
"14080" "ENSG00000198286" "CARD11" "caspase recruitment domain family member 11"
"14081" "ENSG00000198298" "ZNF485" "zinc finger protein 485"
"14082" "ENSG00000198301" "SDAD1" "SDA1 domain containing 1"
"14083" "ENSG00000198315" "ZKSCAN8" "zinc finger with KRAB and SCAN domains 8"
"14084" "ENSG00000198324" "PHETA1" "PH domain containing endocytic trafficking adaptor 1"
"14085" "ENSG00000198331" "HYLS1" "HYLS1 centriolar and ciliogenesis associated"
"14086" "ENSG00000198342" "ZNF442" "zinc finger protein 442"
"14087" "ENSG00000198346" "ZNF813" "zinc finger protein 813"
"14090" "ENSG00000198363" "ASPH" "aspartate beta-hydroxylase"
"14091" "ENSG00000198369" "SPRED2" "sprouty related EVH1 domain containing 2"
"14092" "ENSG00000198373" "WWP2" "WW domain containing E3 ubiquitin protein ligase 2"
"14097" "ENSG00000198400" "NTRK1" "neurotrophic receptor tyrosine kinase 1"
"14099" "ENSG00000198417" "MT1F" "metallothionein 1F"
"14101" "ENSG00000198429" "ZNF69" "zinc finger protein 69"
"14103" "ENSG00000198435" "NRARP" "NOTCH regulated ankyrin repeat protein"
"14104" "ENSG00000198440" "ZNF583" "zinc finger protein 583"
"14105" "ENSG00000198453" "ZNF568" "zinc finger protein 568"
"14106" "ENSG00000198455" "ZXDB" "zinc finger X-linked duplicated B"
"14108" "ENSG00000198466" "ZNF587" "zinc finger protein 587"
"14109" "ENSG00000198467" "TPM2" "tropomyosin 2"
"14110" "ENSG00000198471" "RTP2" "receptor transporter protein 2"
"14111" "ENSG00000198478" "SH3BGRL2" "SH3 domain binding glutamate rich protein like 2"
"14113" "ENSG00000198483" "ANKRD35" "ankyrin repeat domain 35"
"14114" "ENSG00000198488" "B3GNT6" "UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 6"
"14116" "ENSG00000198498" "TMA16" "translation machinery associated 16 homolog"
"14117" "ENSG00000198502" "HLA-DRB5" "major histocompatibility complex, class II, DR beta 5"
"14118" "ENSG00000198513" "ATL1" "atlastin GTPase 1"
"14119" "ENSG00000198515" "CNGA1" "cyclic nucleotide gated channel subunit alpha 1"
"14121" "ENSG00000198520" "ARMH1" "armadillo like helical domain containing 1"
"14122" "ENSG00000198521" "ZNF43" "zinc finger protein 43"
"14123" "ENSG00000198522" "GPN1" "GPN-loop GTPase 1"
"14124" "ENSG00000198523" "PLN" "phospholamban"
"14125" "ENSG00000198535" "C2CD4A" "C2 calcium dependent domain containing 4A"
"14126" "ENSG00000198538" "ZNF28" "zinc finger protein 28"
"14127" "ENSG00000198546" "ZNF511" "zinc finger protein 511"
"14128" "ENSG00000198547" "C20orf203" "chromosome 20 open reading frame 203"
"14129" "ENSG00000198551" "ZNF627" "zinc finger protein 627"
"14130" "ENSG00000198553" "KCNRG" "potassium channel regulator"
"14131" "ENSG00000198554" "WDHD1" "WD repeat and HMG-box DNA binding protein 1"
"14132" "ENSG00000198556" "ZNF789" "zinc finger protein 789"
"14135" "ENSG00000198569" "SLC34A3" "solute carrier family 34 member 3"
"14136" "ENSG00000198570" "RD3" "retinal degeneration 3, GUCY2D regulator"
"14137" "ENSG00000198574" "SH2D1B" "SH2 domain containing 1B"
"14138" "ENSG00000198576" "ARC" "activity regulated cytoskeleton associated protein"
"14141" "ENSG00000198589" "LRBA" "LPS responsive beige-like anchor protein"
"14143" "ENSG00000198610" "AKR1C4" "aldo-keto reductase family 1 member C4"
"14146" "ENSG00000198625" "MDM4" "MDM4 regulator of p53"
"14147" "ENSG00000198626" "RYR2" "ryanodine receptor 2"
"14148" "ENSG00000198642" "KLHL9" "kelch like family member 9"
"14149" "ENSG00000198643" "FAM3D" "family with sequence similarity 3 member D"
"14151" "ENSG00000198648" "STK39" "serine/threonine kinase 39"
"14152" "ENSG00000198650" "TAT" "tyrosine aminotransferase"
"14153" "ENSG00000198663" "C6orf89" "chromosome 6 open reading frame 89"
"14155" "ENSG00000198670" "LPA" "lipoprotein(a)"
"14156" "ENSG00000198673" "TAFA2" "TAFA chemokine like family member 2"
"14158" "ENSG00000198680" "TUSC1" "tumor suppressor candidate 1"
"14159" "ENSG00000198682" "PAPSS2" "3'-phosphoadenosine 5'-phosphosulfate synthase 2"
"14160" "ENSG00000198689" "SLC9A6" "solute carrier family 9 member A6"
"14162" "ENSG00000198691" "ABCA4" "ATP binding cassette subfamily A member 4"
"14163" "ENSG00000198692" "EIF1AY" "eukaryotic translation initiation factor 1A Y-linked"
"14164" "ENSG00000198695" "ND6" "NADH dehydrogenase, subunit 6 (complex I)"
"14166" "ENSG00000198707" "CEP290" "centrosomal protein 290"
"14167" "ENSG00000198712" "COX2" "cytochrome c oxidase subunit II"
"14168" "ENSG00000198715" "GLMP" "glycosylated lysosomal membrane protein"
"14170" "ENSG00000198719" "DLL1" "delta like canonical Notch ligand 1"
"14171" "ENSG00000198720" "ANKRD13B" "ankyrin repeat domain 13B"
"14172" "ENSG00000198721" "ECI2" "enoyl-CoA delta isomerase 2"
"14173" "ENSG00000198722" "UNC13B" "unc-13 homolog B"
"14174" "ENSG00000198723" "TEX45" "testis expressed 45"
"14175" "ENSG00000198727" "CYTB" "cytochrome b"
"14177" "ENSG00000198729" "PPP1R14C" "protein phosphatase 1 regulatory inhibitor subunit 14C"
"14178" "ENSG00000198730" "CTR9" "CTR9 homolog, Paf1/RNA polymerase II complex component"
"14179" "ENSG00000198732" "SMOC1" "SPARC related modular calcium binding 1"
"14180" "ENSG00000198734" "F5" "coagulation factor V"
"14181" "ENSG00000198736" "MSRB1" "methionine sulfoxide reductase B1"
"14182" "ENSG00000198740" "ZNF652" "zinc finger protein 652"
"14183" "ENSG00000198742" "SMURF1" "SMAD specific E3 ubiquitin protein ligase 1"
"14184" "ENSG00000198743" "SLC5A3" "solute carrier family 5 member 3"
"14185" "ENSG00000198746" "GPATCH3" "G-patch domain containing 3"
"14187" "ENSG00000198753" "PLXNB3" "plexin B3"
"14189" "ENSG00000198756" "COLGALT2" "collagen beta(1-O)galactosyltransferase 2"
"14190" "ENSG00000198758" "EPS8L3" "EPS8 like 3"
"14191" "ENSG00000198759" "EGFL6" "EGF like domain multiple 6"
"14192" "ENSG00000198763" "ND2" "MTND2"
"14193" "ENSG00000198765" "SYCP1" "synaptonemal complex protein 1"
"14194" "ENSG00000198768" "APCDD1L" "APC down-regulated 1 like"
"14196" "ENSG00000198774" "RASSF9" "Ras association domain family member 9"
"14197" "ENSG00000198780" "FAM169A" "family with sequence similarity 169 member A"
"14198" "ENSG00000198783" "ZNF830" "zinc finger protein 830"
"14199" "ENSG00000198785" "GRIN3A" "glutamate ionotropic receptor NMDA type subunit 3A"
"14200" "ENSG00000198786" "ND5" "NADH dehydrogenase, subunit 5 (complex I)"
"14201" "ENSG00000198788" "MUC2" "mucin 2, oligomeric mucus/gel-forming"
"14203" "ENSG00000198792" "TMEM184B" "transmembrane protein 184B"
"14204" "ENSG00000198793" "MTOR" "mechanistic target of rapamycin kinase"
"14205" "ENSG00000198794" "SCAMP5" "secretory carrier membrane protein 5"
"14206" "ENSG00000198796" "ALPK2" "alpha kinase 2"
"14207" "ENSG00000198799" "LRIG2" "leucine rich repeats and immunoglobulin like domains 2"
"14208" "ENSG00000198804" "COX1" "cytochrome c oxidase subunit I"
"14210" "ENSG00000198807" "PAX9" "paired box 9"
"14211" "ENSG00000198812" "LRRC10" "leucine rich repeat containing 10"
"14212" "ENSG00000198814" "GK" "glycerol kinase"
"14214" "ENSG00000198816" "ZNF358" "zinc finger protein 358"
"14216" "ENSG00000198821" "CD247" "CD247 molecule"
"14217" "ENSG00000198822" "GRM3" "glutamate metabotropic receptor 3"
"14218" "ENSG00000198824" "CHAMP1" "chromosome alignment maintaining phosphoprotein 1"
"14219" "ENSG00000198825" "INPP5F" "inositol polyphosphate-5-phosphatase F"
"14220" "ENSG00000198826" "ARHGAP11A" "Rho GTPase activating protein 11A"
"14221" "ENSG00000198829" "SUCNR1" "succinate receptor 1"
"14223" "ENSG00000198832" "SELENOM" "selenoprotein M"
"14225" "ENSG00000198835" "GJC2" "gap junction protein gamma 2"
"14226" "ENSG00000198836" "OPA1" "OPA1 mitochondrial dynamin like GTPase"
"14227" "ENSG00000198837" "DENND4B" "DENN domain containing 4B"
"14228" "ENSG00000198838" "RYR3" "ryanodine receptor 3"
"14230" "ENSG00000198840" "ND3" "NADH dehydrogenase, subunit 3 (complex I)"
"14231" "ENSG00000198841" "KTI12" "KTI12 chromatin associated homolog"
"14233" "ENSG00000198846" "TOX" "thymocyte selection associated high mobility group box"
"14234" "ENSG00000198848" "CES1" "carboxylesterase 1"
"14235" "ENSG00000198851" "CD3E" "CD3e molecule"
"14236" "ENSG00000198853" "RUSC2" "RUN and SH3 domain containing 2"
"14237" "ENSG00000198855" "FICD" "FIC domain containing"
"14239" "ENSG00000198858" "R3HDM4" "R3H domain containing 4"
"14240" "ENSG00000198860" "TSEN15" "tRNA splicing endonuclease subunit 15"
"14242" "ENSG00000198863" "RUNDC1" "RUN domain containing 1"
"14243" "ENSG00000198865" "CCDC152" "coiled-coil domain containing 152"
"14244" "ENSG00000198870" "STKLD1" "serine/threonine kinase like domain containing 1"
"14245" "ENSG00000198873" "GRK5" "G protein-coupled receptor kinase 5"
"14246" "ENSG00000198874" "TYW1" "tRNA-yW synthesizing protein 1 homolog"
"14248" "ENSG00000198879" "SFMBT2" "Scm like with four mbt domains 2"
"14249" "ENSG00000198885" "ITPRIPL1" "ITPRIP like 1"
"14250" "ENSG00000198886" "ND4" "NADH dehydrogenase, subunit 4 (complex I)"
"14251" "ENSG00000198887" "SMC5" "structural maintenance of chromosomes 5"
"14252" "ENSG00000198888" "ND1" "NADH dehydrogenase, subunit 1 (complex I)"
