"PrimaryID","ENSEMBL","SYMBOL","ENTREZID","REFSEQ","GENENAME"
"ENSG00000203664","ENSG00000203664","OR2W5","441932","NM_001004698","olfactory receptor family 2 subfamily W member 5 (gene/pseudogene)"
"ENSG00000203666","ENSG00000203666","EFCAB2","84288","NM_001143943","EF-hand calcium binding domain 2"
"ENSG00000203667","ENSG00000203667","COX20","116228","NM_001312871","cytochrome c oxidase assembly factor COX20"
"ENSG00000203668","ENSG00000203668","CHML","1122","NM_001821","CHM like, Rab escort protein 2"
"ENSG00000203690","ENSG00000203690","TCP10","6953","NM_001366311","t-complex 10"
"ENSG00000203697","ENSG00000203697","CAPN8","388743","NM_001143962","calpain 8"
"ENSG00000203705","ENSG00000203705","TATDN3","128387","NM_001042552","TatD DNase domain containing 3"
"ENSG00000203706","ENSG00000203706","SERTAD4-AS1","574036","NR_024337","SERTAD4 antisense RNA 1"
"ENSG00000203710","ENSG00000203710","CR1","1378","NM_000573","complement C3b/C4b receptor 1 (Knops blood group)"
"ENSG00000203711","ENSG00000203711","C6orf99","100130967","NM_001195032","chromosome 6 open reading frame 99"
"ENSG00000203722","ENSG00000203722","RAET1G","353091","NM_001001788","retinoic acid early transcript 1G"
"ENSG00000203724","ENSG00000203724","C1orf53","388722","NM_001024594","chromosome 1 open reading frame 53"
"ENSG00000203727","ENSG00000203727","SAMD5","389432","NM_001030060","sterile alpha motif domain containing 5"
"ENSG00000203729","ENSG00000203729","LINC00272","388719","NM_001010899","long intergenic non-protein coding RNA 272"
"ENSG00000203730","ENSG00000203730","TEDDM1","127670","NM_172000","transmembrane epididymal protein 1"
"ENSG00000203734","ENSG00000203734","ECT2L","345930","NM_001077706","epithelial cell transforming 2 like"
"ENSG00000203737","ENSG00000203737","GPR52","9293","NM_005684","G protein-coupled receptor 52"
"ENSG00000203740","ENSG00000203740","METTL11B","149281","NM_001136107","methyltransferase like 11B"
"ENSG00000203747","ENSG00000203747","FCGR3A","2214","NM_000569","Fc fragment of IgG receptor IIIa"
"ENSG00000203756","ENSG00000203756","TMEM244","253582","NM_001010876","transmembrane protein 244"
"ENSG00000203757","ENSG00000203757","OR6K3","391114","NM_001005327","olfactory receptor family 6 subfamily K member 3"
"ENSG00000203760","ENSG00000203760","CENPW","387103","NM_001012507","centromere protein W"
"ENSG00000203761","ENSG00000203761","MSTO2P","100129405","NR_024117","misato family member 2, pseudogene"
"ENSG00000203772","ENSG00000203772","SPRN","503542","NM_001012508","shadow of prion protein"
"ENSG00000203778","ENSG00000203778","FAM229B","619208","NM_001033564","family with sequence similarity 229 member B"
"ENSG00000203780","ENSG00000203780","FANK1","92565","NM_001350939","fibronectin type III and ankyrin repeat domains 1"
"ENSG00000203782","ENSG00000203782","LOR","4014","NM_000427","loricrin"
"ENSG00000203783","ENSG00000203783","PRR9","574414","NM_001195571","proline rich 9"
"ENSG00000203784","ENSG00000203784","LELP1","149018","NM_001010857","late cornified envelope like proline rich 1"
"ENSG00000203785","ENSG00000203785","SPRR2E","6704","NM_001024209","small proline rich protein 2E"
"ENSG00000203786","ENSG00000203786","KPRP","448834","NM_001025231","keratinocyte proline rich protein"
"ENSG00000203795","ENSG00000203795","FAM24A","118670","NM_001029888","family with sequence similarity 24 member A"
"ENSG00000203797","ENSG00000203797","DDO","8528","NM_003649","D-aspartate oxidase"
"ENSG00000203799","ENSG00000203799","CCDC162P","221262","NM_001277339","coiled-coil domain containing 162, pseudogene"
"ENSG00000203801","ENSG00000203801","LINC00222","387111","NR_033376","long intergenic non-protein coding RNA 222"
"ENSG00000203808","ENSG00000203808","BVES-AS1","154442","NR_037157","BVES antisense RNA 1"
"ENSG00000203811","ENSG00000203811","HIST2H3C","126961","NM_021059","histone cluster 2 H3 family member c"
"ENSG00000203812","ENSG00000203812","HIST2H2AA3","8337","NM_003516","histone cluster 2 H2A family member a3"
"ENSG00000203814","ENSG00000203814","HIST2H2BF","440689","NM_001024599","histone cluster 2 H2B family member f"
"ENSG00000203837","ENSG00000203837","PNLIPRP3","119548","NM_001011709","pancreatic lipase related protein 3"
"ENSG00000203852","ENSG00000203852","HIST2H3A","333932","NM_001005464","histone cluster 2 H3 family member a"
"ENSG00000203857","ENSG00000203857","HSD3B1","3283","NM_000862","hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 1"
"ENSG00000203859","ENSG00000203859","HSD3B2","3284","NM_000198","hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 2"
"ENSG00000203867","ENSG00000203867","RBM20","282996","NM_001134363","RNA binding motif protein 20"
"ENSG00000203870","ENSG00000203870","SMIM9","100132963","NM_001162936","small integral membrane protein 9"
"ENSG00000203872","ENSG00000203872","C6orf163","206412","NM_001010868","chromosome 6 open reading frame 163"
"ENSG00000203875","ENSG00000203875","SNHG5","387066","NR_003038","small nucleolar RNA host gene 5"
"ENSG00000203877","ENSG00000203877","RIPPLY2","134701","NM_001009994","ripply transcriptional repressor 2"
"ENSG00000203878","ENSG00000203878","CHIAP2","149620","NM_001013621","chitinase, acidic pseudogene 2"
"ENSG00000203879","ENSG00000203879","GDI1","2664","NM_001493","GDP dissociation inhibitor 1"
"ENSG00000203880","ENSG00000203880","PCMTD2","55251","NM_001104925","protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 2"
"ENSG00000203883","ENSG00000203883","SOX18","54345","NM_018419","SRY-box 18"
"ENSG00000203896","ENSG00000203896","LIME1","54923","NM_001305654","Lck interacting transmembrane adaptor 1"
"ENSG00000203907","ENSG00000203907","OOEP","441161","NM_001080507","oocyte expressed protein"
"ENSG00000203908","ENSG00000203908","KHDC3L","154288","NM_001017361","KH domain containing 3 like, subcortical maternal complex member"
"ENSG00000203909","ENSG00000203909","DPPA5","340168","NM_001025290","developmental pluripotency associated 5"
"ENSG00000203910","ENSG00000203910","C1orf146","388649","NM_001012425","chromosome 1 open reading frame 146"
"ENSG00000203923","ENSG00000203923","SPANXN1","494118","NM_001009614","SPANX family member N1"
"ENSG00000203926","ENSG00000203926","SPANXA2","728712","NM_145662","SPANX family member A2"
"ENSG00000203933","ENSG00000203933","CXorf66","347487","NM_001013403","chromosome X open reading frame 66"
"ENSG00000203942","ENSG00000203942","C10orf62","414157","NM_001009997","chromosome 10 open reading frame 62"
"ENSG00000203943","ENSG00000203943","SAMD13","148418","NM_001010971","sterile alpha motif domain containing 13"
"ENSG00000203952","ENSG00000203952","CCDC160","347475","NM_001101357","coiled-coil domain containing 160"
"ENSG00000203963","ENSG00000203963","C1orf141","400757","NM_001013674","chromosome 1 open reading frame 141"
"ENSG00000203965","ENSG00000203965","EFCAB7","84455","NM_032437","EF-hand calcium binding domain 7"
"ENSG00000203970","ENSG00000203970","DEFB110","245913","NM_001037497","defensin beta 110"
"ENSG00000203972","ENSG00000203972","GLYATL3","389396","NM_001010904","glycine-N-acyltransferase like 3"
"ENSG00000203985","ENSG00000203985","LDLRAD1","388633","NM_001010978","low density lipoprotein receptor class A domain containing 1"
"ENSG00000203989","ENSG00000203989","RHOXF2B","727940","NM_001099685","Rhox homeobox family member 2B"
"ENSG00000203995","ENSG00000203995","ZYG11A","440590","NM_001004339","zyg-11 family member A, cell cycle regulator"
"ENSG00000204001","ENSG00000204001","LCN8","138307","NM_001345934","lipocalin 8"
"ENSG00000204006","ENSG00000204006","C1orf185","284546","NM_001136508","chromosome 1 open reading frame 185"
"ENSG00000204007","ENSG00000204007","GLT6D1","360203","NM_182974","glycosyltransferase 6 domain containing 1"
"ENSG00000204010","ENSG00000204010","IFIT1B","439996","NM_001010987","interferon induced protein with tetratricopeptide repeats 1B"
"ENSG00000204020","ENSG00000204020","LIPN","643418","NM_001102469","lipase family member N"
"ENSG00000204021","ENSG00000204021","LIPK","643414","NM_001080518","lipase family member K"
"ENSG00000204022","ENSG00000204022","LIPJ","142910","NM_001010939","lipase family member J"
"ENSG00000204025","ENSG00000204025","TRPC5OS","100329135","NM_001195576","TRPC5 opposite strand"
"ENSG00000204033","ENSG00000204033","LRIT2","340745","NM_001017924","leucine rich repeat, Ig-like and transmembrane domains 2"
"ENSG00000204052","ENSG00000204052","LRRC73","221424","NM_001012974","leucine rich repeat containing 73"
"ENSG00000204065","ENSG00000204065","TCEAL5","340543","NM_001012979","transcription elongation factor A like 5"
"ENSG00000204070","ENSG00000204070","SYS1","90196","NM_001099791","SYS1, golgi trafficking protein"
"ENSG00000204071","ENSG00000204071","TCEAL6","158931","NM_001006938","transcription elongation factor A like 6"
"ENSG00000204084","ENSG00000204084","INPP5B","3633","NM_001297434","inositol polyphosphate-5-phosphatase B"
"ENSG00000204086","ENSG00000204086","RPA4","29935","NM_013347","replication protein A4"
"ENSG00000204091","ENSG00000204091","TDRG1","732253","NM_001359094","testis development related 1"
"ENSG00000204099","ENSG00000204099","NEU4","129807","NM_001167599","neuraminidase 4"
"ENSG00000204103","ENSG00000204103","MAFB","9935","NM_005461","MAF bZIP transcription factor B"
"ENSG00000204104","ENSG00000204104","TRAF3IP1","26146","NM_001139490","TRAF3 interacting protein 1"
"ENSG00000204116","ENSG00000204116","CHIC1","53344","NM_001039840","cysteine rich hydrophobic domain 1"
"ENSG00000204117","ENSG00000204117","LOC100287792","100287792","NM_001001690","uncharacterized LOC100287792"
"ENSG00000204118","ENSG00000204118","NAP1L6","645996","NR_027291","nucleosome assembly protein 1 like 6"
"ENSG00000204120","ENSG00000204120","GIGYF2","26058","NM_001103146","GRB10 interacting GYF protein 2"
"ENSG00000204128","ENSG00000204128","C2orf72","257407","NM_001144994","chromosome 2 open reading frame 72"
"ENSG00000204130","ENSG00000204130","RUFY2","55680","NM_001042417","RUN and FYVE domain containing 2"
"ENSG00000204131","ENSG00000204131","NHSL2","340527","NM_001013627","NHS like 2"
"ENSG00000204136","ENSG00000204136","GGTA1P","2681","NR_003191","glycoprotein, alpha-galactosyltransferase 1 pseudogene"
"ENSG00000204138","ENSG00000204138","PHACTR4","65979","NM_001048183","phosphatase and actin regulator 4"
"ENSG00000204140","ENSG00000204140","CLPSL1","340204","NM_001010886","colipase like 1"
"ENSG00000204147","ENSG00000204147","ASAH2B","653308","NM_001079516","N-acylsphingosine amidohydrolase 2B"
"ENSG00000204148","ENSG00000204148","LINC00474","58483","NR_024032","long intergenic non-protein coding RNA 474"
"ENSG00000204149","ENSG00000204149","AGAP6","414189","NM_001077665","ArfGAP with GTPase domain, ankyrin repeat and PH domain 6"
"ENSG00000204160","ENSG00000204160","ZDHHC18","84243","NM_032283","zinc finger DHHC-type containing 18"
"ENSG00000204165","ENSG00000204165","CXorf65","158830","NM_001025265","chromosome X open reading frame 65"
"ENSG00000204172","ENSG00000204172","AGAP9","642517","NM_001190810","ArfGAP with GTPase domain, ankyrin repeat and PH domain 9"
"ENSG00000204173","ENSG00000204173","LRRC37A5P","652972","NM_001037807","leucine rich repeat containing 37 member A5, pseudogene"
"ENSG00000204175","ENSG00000204175","GPRIN2","9721","NM_014696","G protein regulated inducer of neurite outgrowth 2"
"ENSG00000204176","ENSG00000204176","SYT15","83849","NM_031912","synaptotagmin 15"
"ENSG00000204177","ENSG00000204177","BMS1P1","399761","NM_001040053","BMS1, ribosome biogenesis factor pseudogene 1"
"ENSG00000204186","ENSG00000204186","ZDBF2","57683","NM_001285549","zinc finger DBF-type containing 2"
"ENSG00000204188","ENSG00000204188","GGNBP1","449520","NM_001005478","gametogenetin binding protein 1 (pseudogene)"
"ENSG00000204193","ENSG00000204193","TXNDC8","255220","NM_001003936","thioredoxin domain containing 8"
"ENSG00000204195","ENSG00000204195","AWAT1","158833","NM_001013579","acyl-CoA wax alcohol acyltransferase 1"
"ENSG00000204209","ENSG00000204209","DAXX","1616","NM_001141969","death domain associated protein"
"ENSG00000204217","ENSG00000204217","BMPR2","659","NM_001204","bone morphogenetic protein receptor type 2"
"ENSG00000204219","ENSG00000204219","TCEA3","6920","NM_003196","transcription elongation factor A3"
"ENSG00000204220","ENSG00000204220","PFDN6","10471","NM_001185181","prefoldin subunit 6"
"ENSG00000204227","ENSG00000204227","RING1","6015","NM_002931","ring finger protein 1"
"ENSG00000204228","ENSG00000204228","HSD17B8","7923","NM_014234","hydroxysteroid 17-beta dehydrogenase 8"
"ENSG00000204231","ENSG00000204231","RXRB","6257","NM_001270401","retinoid X receptor beta"
"ENSG00000204237","ENSG00000204237","OXLD1","339229","NM_001039842","oxidoreductase like domain containing 1"
"ENSG00000204241","ENSG00000204241","LOC100128239","100128239","NR_027276","uncharacterized LOC100128239"
"ENSG00000204246","ENSG00000204246","OR13C3","138803","NM_001001961","olfactory receptor family 13 subfamily C member 3"
"ENSG00000204248","ENSG00000204248","COL11A2","1302","NM_001163771","collagen type XI alpha 2 chain"
"ENSG00000204252","ENSG00000204252","HLA-DOA","3111","NM_002119","major histocompatibility complex, class II, DO alpha"
"ENSG00000204256","ENSG00000204256","BRD2","6046","NM_001113182","bromodomain containing 2"
"ENSG00000204257","ENSG00000204257","HLA-DMA","3108","NM_006120","major histocompatibility complex, class II, DM alpha"
"ENSG00000204262","ENSG00000204262","COL5A2","1290","NM_000393","collagen type V alpha 2 chain"
"ENSG00000204264","ENSG00000204264","PSMB8","5696","NM_004159","proteasome subunit beta 8"
"ENSG00000204267","ENSG00000204267","TAP2","6891","NM_000544","transporter 2, ATP binding cassette subfamily B member"
"ENSG00000204271","ENSG00000204271","SPIN3","169981","NM_001010862","spindlin family member 3"
"ENSG00000204278","ENSG00000204278","TMEM235","283999","NM_001145529","transmembrane protein 235"
"ENSG00000204279","ENSG00000204279","PAGE3","139793","NM_001017931","PAGE family member 3"
"ENSG00000204287","ENSG00000204287","HLA-DRA","3122","NM_019111","major histocompatibility complex, class II, DR alpha"
"ENSG00000204290","ENSG00000204290","BTNL2","56244","NM_001304561","butyrophilin like 2"
"ENSG00000204291","ENSG00000204291","COL15A1","1306","NM_001855","collagen type XV alpha 1 chain"
"ENSG00000204300","ENSG00000204300","TMEM225","338661","NM_001013743","transmembrane protein 225"
"ENSG00000204301","ENSG00000204301","NOTCH4","4855","NM_004557","notch 4"
"ENSG00000204304","ENSG00000204304","PBX2","5089","NM_002586","PBX homeobox 2"
"ENSG00000204305","ENSG00000204305","AGER","177","NM_001136","advanced glycosylation end-product specific receptor"
"ENSG00000204308","ENSG00000204308","RNF5","6048","NM_006913","ring finger protein 5"
"ENSG00000204310","ENSG00000204310","AGPAT1","10554","NM_006411","1-acylglycerol-3-phosphate O-acyltransferase 1"
"ENSG00000204314","ENSG00000204314","PRRT1","80863","NM_001363780","proline rich transmembrane protein 1"
"ENSG00000204315","ENSG00000204315","FKBPL","63943","NM_022110","FK506 binding protein like"
"ENSG00000204316","ENSG00000204316","MRPL38","64978","NM_032478","mitochondrial ribosomal protein L38"
"ENSG00000204323","ENSG00000204323","SMIM5","643008","NM_001162995","small integral membrane protein 5"
"ENSG00000204335","ENSG00000204335","SP5","389058","NM_001003845","Sp5 transcription factor"
"ENSG00000204338","ENSG00000204338","CYP21A1P","1590","NR_040090","cytochrome P450 family 21 subfamily A member 1, pseudogene"
"ENSG00000204344","ENSG00000204344","STK19","8859","NM_004197","serine/threonine kinase 19"
"ENSG00000204345","ENSG00000204345","CD300LD","100131439","NM_001115152","CD300 molecule like family member d"
"ENSG00000204347","ENSG00000204347","BTBD17","388419","NM_001080466","BTB domain containing 17"
"ENSG00000204351","ENSG00000204351","SKIV2L","6499","NM_006929","Ski2 like RNA helicase"
"ENSG00000204352","ENSG00000204352","C9orf129","445577","NM_001098808","chromosome 9 open reading frame 129"
"ENSG00000204356","ENSG00000204356","NELFE","7936","NM_002904","negative elongation factor complex member E"
"ENSG00000204361","ENSG00000204361","NXPE2","120406","NM_182495","neurexophilin and PC-esterase domain family member 2"
"ENSG00000204363","ENSG00000204363","SPANXN5","494197","NM_001009616","SPANX family member N5"
"ENSG00000204366","ENSG00000204366","ZBTB12","221527","NM_181842","zinc finger and BTB domain containing 12"
"ENSG00000204370","ENSG00000204370","SDHD","6392","NM_001276503","succinate dehydrogenase complex subunit D"
"ENSG00000204371","ENSG00000204371","EHMT2","10919","NM_001289413","euchromatic histone lysine methyltransferase 2"
"ENSG00000204379","ENSG00000204379","XAGE1A","653220","NM_001097591","X antigen family member 1A"
"ENSG00000204381","ENSG00000204381","LAYN","143903","NM_001258390","layilin"
"ENSG00000204382","ENSG00000204382","XAGE1B","653067","NM_001097597","X antigen family member 1B"
"ENSG00000204385","ENSG00000204385","SLC44A4","80736","NM_001178044","solute carrier family 44 member 4"
"ENSG00000204386","ENSG00000204386","NEU1","4758","NM_000434","neuraminidase 1"
"ENSG00000204387","ENSG00000204387","C6orf48","50854","NM_001040437","chromosome 6 open reading frame 48"
"ENSG00000204388","ENSG00000204388","HSPA1B","3304","NM_005346","heat shock protein family A (Hsp70) member 1B"
"ENSG00000204389","ENSG00000204389","HSPA1A","3303","NM_005345","heat shock protein family A (Hsp70) member 1A"
"ENSG00000204390","ENSG00000204390","HSPA1L","3305","NM_005527","heat shock protein family A (Hsp70) member 1 like"
"ENSG00000204392","ENSG00000204392","LSM2","57819","NM_021177","LSM2 homolog, U6 small nuclear RNA and mRNA degradation associated"
"ENSG00000204394","ENSG00000204394","VARS","7407","NM_006295","valyl-tRNA synthetase"
"ENSG00000204396","ENSG00000204396","VWA7","80737","NM_025258","von Willebrand factor A domain containing 7"
"ENSG00000204397","ENSG00000204397","CARD16","114769","NM_001017534","caspase recruitment domain family member 16"
"ENSG00000204403","ENSG00000204403","CASP12","100506742","NM_001191016","caspase 12 (gene/pseudogene)"
"ENSG00000204406","ENSG00000204406","MBD5","55777","NM_018328","methyl-CpG binding domain protein 5"
"ENSG00000204410","ENSG00000204410","MSH5","4439","NM_002441","mutS homolog 5"
"ENSG00000204414","ENSG00000204414","CSHL1","1444","NM_001318","chorionic somatomammotropin hormone like 1"
"ENSG00000204421","ENSG00000204421","LY6G6C","80740","NM_025261","lymphocyte antigen 6 family member G6C"
"ENSG00000204424","ENSG00000204424","LY6G6F","259215","NM_001003693","lymphocyte antigen 6 family member G6F"
"ENSG00000204427","ENSG00000204427","ABHD16A","7920","NM_001177515","abhydrolase domain containing 16A"
"ENSG00000204428","ENSG00000204428","LY6G5C","80741","NM_001002848","lymphocyte antigen 6 family member G5C"
"ENSG00000204435","ENSG00000204435","CSNK2B","1460","NM_001282385","casein kinase 2 beta"
"ENSG00000204438","ENSG00000204438","GPANK1","7918","NM_001199237","G-patch domain and ankyrin repeats 1"
"ENSG00000204439","ENSG00000204439","C6orf47","57827","NM_021184","chromosome 6 open reading frame 47"
"ENSG00000204442","ENSG00000204442","FAM155A","728215","NM_001080396","family with sequence similarity 155 member A"
"ENSG00000204444","ENSG00000204444","APOM","55937","NM_001256169","apolipoprotein M"
"ENSG00000204446","ENSG00000204446","C9orf170","401535","NM_001001709","chromosome 9 open reading frame 170"
"ENSG00000204449","ENSG00000204449","TRIM49C","642612","NM_001195234","tripartite motif containing 49C"
"ENSG00000204450","ENSG00000204450","TRIM64","120146","NM_001136486","tripartite motif containing 64"
"ENSG00000204463","ENSG00000204463","BAG6","7917","NM_001098534","BCL2 associated athanogene 6"
"ENSG00000204469","ENSG00000204469","PRRC2A","7916","NM_004638","proline rich coiled-coil 2A"
"ENSG00000204472","ENSG00000204472","AIF1","199","NM_001318970","allograft inflammatory factor 1"
"ENSG00000204475","ENSG00000204475","NCR3","259197","NM_001145466","natural cytotoxicity triggering receptor 3"
"ENSG00000204478","ENSG00000204478","PRAMEF20","645425","NM_001099852","PRAME family member 20"
"ENSG00000204479","ENSG00000204479","PRAMEF17","391004","NM_001099851","PRAME family member 17"
"ENSG00000204480","ENSG00000204480","PRAMEF19","645414","NM_001099790","PRAME family member 19"
"ENSG00000204481","ENSG00000204481","PRAMEF14","729528","NM_001024661","PRAME family member 14"
"ENSG00000204482","ENSG00000204482","LST1","7940","NM_001166538","leukocyte specific transcript 1"
"ENSG00000204498","ENSG00000204498","NFKBIL1","4795","NM_001144961","NFKB inhibitor like 1"
"ENSG00000204501","ENSG00000204501","PRAMEF15","653619","NM_001098376","PRAME family member 15"
"ENSG00000204505","ENSG00000204505","PRAMEF9","343070","NM_001010890","PRAME family member 9"
"ENSG00000204510","ENSG00000204510","PRAMEF7","441871","NM_001012277","PRAME family member 7"
"ENSG00000204511","ENSG00000204511","MCCD1","401250","NM_001011700","mitochondrial coiled-coil domain 1"
"ENSG00000204514","ENSG00000204514","ZNF814","730051","NM_001144989","zinc finger protein 814"
"ENSG00000204516","ENSG00000204516","MICB","4277","NM_001289160","MHC class I polypeptide-related sequence B"
"ENSG00000204518","ENSG00000204518","AADACL4","343066","NM_001013630","arylacetamide deacetylase like 4"
"ENSG00000204519","ENSG00000204519","ZNF551","90233","NM_001270938","zinc finger protein 551"
"ENSG00000204520","ENSG00000204520","MICA","100507436","NM_000247","MHC class I polypeptide-related sequence A"
"ENSG00000204524","ENSG00000204524","ZNF805","390980","NM_001023563","zinc finger protein 805"
"ENSG00000204525","ENSG00000204525","HLA-C","3107","NM_001243042","major histocompatibility complex, class I, C"
"ENSG00000204531","ENSG00000204531","POU5F1","5460","NM_001173531","POU class 5 homeobox 1"
"ENSG00000204536","ENSG00000204536","CCHCR1","54535","NM_001105563","coiled-coil alpha-helical rod protein 1"
"ENSG00000204538","ENSG00000204538","PSORS1C2","170680","NM_014069","psoriasis susceptibility 1 candidate 2"
"ENSG00000204539","ENSG00000204539","CDSN","1041","NM_001264","corneodesmosin"
"ENSG00000204540","ENSG00000204540","PSORS1C1","170679","NM_014068","psoriasis susceptibility 1 candidate 1"
"ENSG00000204542","ENSG00000204542","C6orf15","29113","NM_014070","chromosome 6 open reading frame 15"
"ENSG00000204544","ENSG00000204544","MUC21","394263","NM_001010909","mucin 21, cell surface associated"
"ENSG00000204547","ENSG00000204547","DEFB122","245935","NR_002577","defensin beta 122 (pseudogene)"
"ENSG00000204548","ENSG00000204548","DEFB121","245934","NM_001011878","defensin beta 121"
"ENSG00000204560","ENSG00000204560","DHX16","8449","NM_001164239","DEAH-box helicase 16"
"ENSG00000204564","ENSG00000204564","C6orf136","221545","NM_001109938","chromosome 6 open reading frame 136"
"ENSG00000204568","ENSG00000204568","MRPS18B","28973","NM_014046","mitochondrial ribosomal protein S18B"
"ENSG00000204569","ENSG00000204569","PPP1R10","5514","NM_002714","protein phosphatase 1 regulatory subunit 10"
"ENSG00000204571","ENSG00000204571","KRTAP5-11","440051","NM_001005405","keratin associated protein 5-11"
"ENSG00000204572","ENSG00000204572","KRTAP5-10","387273","NM_001012710","keratin associated protein 5-10"
"ENSG00000204574","ENSG00000204574","ABCF1","23","NM_001025091","ATP binding cassette subfamily F member 1"
"ENSG00000204576","ENSG00000204576","PRR3","80742","NM_001077497","proline rich 3"
"ENSG00000204577","ENSG00000204577","LILRB3","11025","NM_001081450","leukocyte immunoglobulin like receptor B3"
"ENSG00000204580","ENSG00000204580","DDR1","780","NM_001202521","discoidin domain receptor tyrosine kinase 1"
"ENSG00000204583","ENSG00000204583","LRCOL1","100507055","NM_001195520","leucine rich colipase like 1"
"ENSG00000204584","ENSG00000204584","FLJ45513","729220","NM_001242791","uncharacterized LOC729220"
"ENSG00000204590","ENSG00000204590","GNL1","2794","NM_005275","G protein nucleolar 1 (putative)"
"ENSG00000204592","ENSG00000204592","HLA-E","3133","NM_005516","major histocompatibility complex, class I, E"
"ENSG00000204595","ENSG00000204595","DPRX","503834","NM_001012728","divergent-paired related homeobox"
"ENSG00000204599","ENSG00000204599","TRIM39","56658","NM_021253","tripartite motif containing 39"
"ENSG00000204604","ENSG00000204604","ZNF468","90333","NM_001008801","zinc finger protein 468"
"ENSG00000204610","ENSG00000204610","TRIM15","89870","NM_033229","tripartite motif containing 15"
"ENSG00000204611","ENSG00000204611","ZNF616","90317","NM_178523","zinc finger protein 616"
"ENSG00000204612","ENSG00000204612","FOXB2","442425","NM_001013735","forkhead box B2"
"ENSG00000204613","ENSG00000204613","TRIM10","10107","NM_006778","tripartite motif containing 10"
"ENSG00000204614","ENSG00000204614","TRIM40","135644","NM_001286633","tripartite motif containing 40"
"ENSG00000204616","ENSG00000204616","TRIM31","11074","NM_007028","tripartite motif containing 31"
"ENSG00000204618","ENSG00000204618","RNF39","80352","NM_025236","ring finger protein 39"
"ENSG00000204619","ENSG00000204619","PPP1R11","6992","NM_021959","protein phosphatase 1 regulatory inhibitor subunit 11"
"ENSG00000204622","ENSG00000204622","HLA-J","3137","NR_024240","major histocompatibility complex, class I, J (pseudogene)"
"ENSG00000204625","ENSG00000204625","HCG9","10255","NM_005844","HLA complex group 9"
"ENSG00000204632","ENSG00000204632","HLA-G","3135","NM_001363567","major histocompatibility complex, class I, G"
"ENSG00000204634","ENSG00000204634","TBC1D8","11138","NM_001102426","TBC1 domain family member 8"
"ENSG00000204640","ENSG00000204640","NMS","129521","NM_001011717","neuromedin S"
"ENSG00000204642","ENSG00000204642","HLA-F","3134","NM_001098478","major histocompatibility complex, class I, F"
"ENSG00000204644","ENSG00000204644","ZFP57","346171","NM_001109809","ZFP57 zinc finger protein"
"ENSG00000204653","ENSG00000204653","ASPDH","554235","NM_001024656","aspartate dehydrogenase domain containing"
"ENSG00000204655","ENSG00000204655","MOG","4340","NM_001008228","myelin oligodendrocyte glycoprotein"
"ENSG00000204657","ENSG00000204657","OR2H2","7932","NM_007160","olfactory receptor family 2 subfamily H member 2"
"ENSG00000204659","ENSG00000204659","CBY3","646019","NM_001164444","chibby family member 3"
"ENSG00000204661","ENSG00000204661","C5orf60","285679","NM_001013718","chromosome 5 open reading frame 60"
"ENSG00000204663","ENSG00000204663","CST13P","164380","NR_001279","cystatin 13, pseudogene"
"ENSG00000204669","ENSG00000204669","C9orf57","138240","NM_001128618","chromosome 9 open reading frame 57"
"ENSG00000204671","ENSG00000204671","IL31","386653","NM_001014336","interleukin 31"
"ENSG00000204673","ENSG00000204673","AKT1S1","84335","NM_001098632","AKT1 substrate 1"
"ENSG00000204677","ENSG00000204677","FAM153C","653316","NM_001079527","family with sequence similarity 153 member C"
"ENSG00000204681","ENSG00000204681","GABBR1","2550","NM_001319053","gamma-aminobutyric acid type B receptor subunit 1"
"ENSG00000204683","ENSG00000204683","C10orf113","387638","NM_001010896","chromosome 10 open reading frame 113"
"ENSG00000204684","ENSG00000204684","LOC284788","284788","NR_027089","uncharacterized LOC284788"
"ENSG00000204687","ENSG00000204687","MAS1L","116511","NM_052967","MAS1 proto-oncogene like, G protein-coupled receptor"
"ENSG00000204688","ENSG00000204688","OR2H1","26716","NM_001318014","olfactory receptor family 2 subfamily H member 1"
"ENSG00000204694","ENSG00000204694","OR11A1","26531","NM_013937","olfactory receptor family 11 subfamily A member 1"
"ENSG00000204695","ENSG00000204695","OR14J1","442191","NM_030946","olfactory receptor family 14 subfamily J member 1"
"ENSG00000204700","ENSG00000204700","OR2J2","26707","NM_030905","olfactory receptor family 2 subfamily J member 2"
"ENSG00000204701","ENSG00000204701","OR2J3","442186","NM_001005216","olfactory receptor family 2 subfamily J member 3"
"ENSG00000204703","ENSG00000204703","OR2B3","442184","NM_001005226","olfactory receptor family 2 subfamily B member 3"
"ENSG00000204704","ENSG00000204704","OR2W1","26692","NM_030903","olfactory receptor family 2 subfamily W member 1"
"ENSG00000204710","ENSG00000204710","SPDYC","387778","NM_001008778","speedy/RINGO cell cycle regulator family member C"
"ENSG00000204711","ENSG00000204711","C9orf135","138255","NM_001010940","chromosome 9 open reading frame 135"
"ENSG00000204713","ENSG00000204713","TRIM27","5987","NM_006510","tripartite motif containing 27"
"ENSG00000204758","ENSG00000204758","LOC100268168","100268168","NR_026682","uncharacterized LOC100268168"
"ENSG00000204764","ENSG00000204764","RANBP17","64901","NM_022897","RAN binding protein 17"
